TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byTran,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byTran,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byTran,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byTran,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byTran_wk,tmp_Job_byTran_dr,tmp_HH_byTran_wk,tmp_HH_byTran_dr,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        11,     43011,2219.83992,      59.4,       3.5,     27938,         0,      6387,         4,   1659502,         0,    379412,       208,      -774,    -12773,    -13547,    -45962,   -758736,   -804698,     11802,         0,      3228,        59,     41308,         0,     11299,       208,      -253,     -7777,     -8030,      -887,    -27218,    -28105,         0,         0,         0,         0,     28712,     41485,     12056,     19832
        12,     43012,631.035682,      22.4,       5.2,     35411,         0,      2625,         5,    793214,         0,     58809,       116,     -1023,     -8539,     -9562,    -22926,   -191272,   -214198,     16309,         0,      1612,        22,     84807,         0,      8381,       116,      -299,     -5256,     -5555,     -1554,    -27333,    -28887,         0,         0,         0,         0,     36435,     44974,     16608,     21864
        13,     43013,593.438544,      59.5,       1.8,     39379,      3344,      5870,         8,   2343072,    198965,    349265,       460,     -1022,     -7403,     -8425,    -60795,   -440500,   -501295,     18314,       417,      2774,        73,     32966,       751,      4993,       132,      -301,     -4596,     -4897,      -542,     -8272,     -8814,         0,      3344,         0,       417,     40401,     47804,     18615,     23211
        14,     43014,496.524149,      27.7,      55.6,     38408,      3249,      3076,        56,   1063894,     89997,     85216,      1540,     -1023,     -7570,     -8593,    -28337,   -209695,   -238032,     17822,       406,      1791,        28,    990879,     22562,     99568,      1540,      -302,     -4891,     -5192,    -16767,   -271934,   -288701,         0,      3249,         0,       406,     39431,     47001,     18123,     23014
        15,     43015,578.499435,      39.2,       3.7,     40661,      3384,      5263,         4,   1593905,    132634,    206293,       145,     -1020,     -7093,     -8112,    -39969,   -278028,   -317997,     18969,       410,      2440,        39,     70183,      1518,      9028,       145,      -302,     -4541,     -4843,     -1117,    -16803,    -17920,         0,      3384,         0,       410,     41680,     48773,     19270,     23812
        16,     43016,369.873297,      70.6,      30.4,     42838,      4935,      8191,        31,   3024363,    348406,    578297,      2171,      -993,     -4992,     -5985,    -70116,   -352424,   -422541,     20102,       770,      3646,        82,    611097,     23411,    110837,      2499,      -300,     -3275,     -3576,     -9123,    -99573,   -108696,         0,      4935,         0,       770,     43831,     48823,     20402,     23677
        17,     43017,1377.12976,      62.2,     344.8,     39911,      5540,     13371,       345,   2482491,    344609,    831653,     21447,      -800,     -7400,     -8200,    -49788,   -460251,   -510039,     18046,      1888,      5779,        62,   6222187,    651064,   1992766,     21447,      -271,     -4980,     -5251,    -93463,  -1717076,  -1810539,      3126,      5540,       509,      1888,     40712,     48111,     18317,     23297
        18,     43018,464.795362,      74.8,      51.8,     45192,      5233,     11270,        64,   3380331,    391411,    842965,      4753,      -931,     -4056,     -4987,    -69670,   -303370,   -373039,     21431,       815,      4697,        84,   1110122,     42223,    243289,      4335,      -277,     -2625,     -2902,    -14338,   -135981,   -150319,         0,      5233,         0,       815,     46123,     50179,     21708,     24333
        19,     43019,467.654668,     114.4,     151.1,     42744,      4924,      8422,       155,   4889870,    563267,    963453,     17746,      -997,     -5946,     -6943,   -114008,   -680268,   -794276,     20051,       768,      3580,       147,   3029705,    116087,    540996,     22217,      -300,     -3777,     -4078,    -45361,   -570765,   -616127,         0,      4924,         0,       768,     43740,     49687,     20351,     24129
        20,     43020, 46.520611,         0,      83.8,     42265,      5450,     13538,      1340,         0,         0,         0,         0,      -702,     -5063,     -5765,         0,         0,         0,     19391,      1605,      6108,       258,   1624947,    134533,    511851,     21660,      -193,     -3656,     -3849,    -16145,   -306365,   -322510,         0,      5450,         0,      1605,     42967,     48030,     19583,     23239
        21,     43021, 94.912065,      84.6,      65.5,     41174,      9256,     14625,      5521,   3483352,    783089,   1237233,    467047,      -707,     -6204,     -6912,    -59817,   -524900,   -584717,     18720,      2014,      6358,       529,   1226171,    131923,    416442,     34644,      -203,     -4275,     -4478,    -13293,   -280004,   -293297,      9256,      5873,      2014,      1906,     41881,     48086,     18923,     23198
        22,     43022, 51.967097,     148.5,      53.0,     40878,     11311,     15517,      3485,   6070370,   1679619,   2304202,    517515,      -795,     -7129,     -7924,   -118049,  -1058633,  -1176682,     18558,      2586,      6385,       671,    983587,    137046,    338421,     35577,      -268,     -4708,     -4977,    -14227,   -249529,   -263755,     11311,      5811,      2586,      1844,     41673,     48802,     18827,     23535
        23,     43023, 87.797784,         0,         0,     41168,     12673,     14033,      1726,         0,         0,         0,         0,      -726,     -5968,     -6694,         0,         0,         0,     18583,      3601,      6202,       323,         0,         0,         0,         0,      -219,     -4228,     -4448,         0,         0,         0,     12673,      5696,      3601,      1874,     41894,     47862,     18802,     23030
        24,     43024, 22.423837,     159.3,       3.3,     41122,     15324,     13992,      2401,   6550793,   2441145,   2228942,    382521,      -918,     -6121,     -7039,   -146270,   -975083,  -1121353,     18658,      4146,      6215,       363,     61572,     13683,     20510,      1198,      -310,     -4230,     -4540,     -1022,    -13959,    -14981,     15324,      5773,      4146,      1808,     42041,     48162,     18968,     23198
        25,     43025, 55.897763,         0,     702.2,     41091,     15850,     14206,      3698,         0,         0,         0,         0,      -847,     -5746,     -6594,         0,         0,         0,     18598,      4652,      6280,       400,  13059560,   3266285,   4409772,    280574,      -279,     -4095,     -4374,   -195574,  -2875572,  -3071146,     15850,      5898,      4652,      1775,     41938,     47684,     18877,     22972
        26,     43026, 19.183164,      19.2,     226.7,     41979,     17388,     14406,      5294,    806002,    333842,    276599,    101647,      -784,     -5360,     -6144,    -15054,   -102905,   -117959,     19035,      4809,      6338,       518,   4315334,   1090099,   1436792,    117367,      -249,     -3936,     -4185,    -56372,   -892401,   -948773,     17388,      6037,      4809,      1822,     42763,     48123,     19284,     23221
        27,     43027, 21.155020,     148.2,       9.2,     42125,     13728,     14463,      3432,   6242957,   2034416,   2143413,    508605,      -723,     -5798,     -6521,   -107143,   -859282,   -966425,     19099,      3734,      6308,       381,    175709,     34355,     58035,      3506,      -215,     -4107,     -4322,     -1981,    -37786,    -39767,     13728,      5804,      3734,      1888,     42848,     48646,     19314,     23421
        28,     43028, 59.722067,         0,     322.8,     43626,     14678,     14939,      4882,         0,         0,         0,         0,      -693,     -4983,     -5676,         0,         0,         0,     19792,      3805,      6360,       506,   6388927,   1228171,   2052920,    163248,      -224,     -3772,     -3995,    -72148,  -1217584,  -1289731,     14678,      5930,      3805,      1787,     44319,     49302,     20016,     23788
        29,     43029, 25.158242,         0,     270.5,     42371,     17396,     14638,      5621,         0,         0,         0,         0,      -728,     -5201,     -5929,         0,         0,         0,     19229,      4770,      6366,       537,   5201411,   1290379,   1722047,    145302,      -224,     -3843,     -4068,    -60683,  -1039632,  -1100315,     17396,      6007,      4770,      1816,     43099,     48300,     19453,     23297
        30,     43030, 17.736186,         0,     362.0,     42866,     18002,     14815,      6142,         0,         0,         0,         0,      -725,     -4940,     -5665,         0,         0,         0,     19488,      4524,      6389,       582,   7054659,   1637509,   2312692,    210860,      -222,     -3729,     -3951,    -80461,  -1349736,  -1430197,     18002,      6146,      4524,      1754,     43591,     48531,     19710,     23439
        31,     43031, 15.786212,         0,     411.3,     42953,     17917,     15315,      6141,         0,         0,         0,         0,      -713,     -5081,     -5794,         0,         0,         0,     19486,      4481,      6432,       598,   8014736,   1842981,   2645521,    246008,      -224,     -3818,     -4042,    -92184,  -1570337,  -1662522,     17917,      5944,      4481,      1801,     43666,     48747,     19710,     23528
        32,     43032, 16.715941,         0,    1243.9,     42730,     15457,     15049,      6041,         0,         0,         0,         0,      -739,     -5196,     -5934,         0,         0,         0,     19391,      4576,      6412,       590,  24120300,   5691499,   7976279,    733865,      -244,     -3869,     -4113,   -303491,  -4813205,  -5116696,     15457,      5927,      4576,      1791,     43469,     48665,     19635,     23504
        33,     43033, 55.702348,      29.6,    1443.2,     42643,     13913,     15648,      5635,   1262221,    411811,    463173,    166803,      -741,     -5469,     -6209,    -21923,   -161877,   -183800,     19284,      4157,      6470,       613,  27830059,   6000011,   9337009,    884454,      -248,     -4048,     -4296,   -357713,  -5841819,  -6199532,     13913,      5969,      4157,      1797,     43383,     48852,     19531,     23579
        34,     43034,180.531115,         0,         0,     42174,     10229,     14913,      1055,         0,         0,         0,         0,      -740,     -6147,     -6887,         0,         0,         0,     18945,      2663,      6259,       261,         0,         0,         0,         0,      -248,     -4370,     -4617,         0,         0,         0,     10229,      5865,      2663,      1778,     42914,     49061,     19192,     23562
        35,     43035,202.679905,     156.3,      77.0,     43684,     14694,     16686,      1255,   6827861,   2296685,   2607951,    196118,      -626,     -5419,     -6045,    -97870,   -846922,   -944792,     19322,      3686,      6393,       363,   1487801,    283826,    492285,     27916,      -299,     -4365,     -4664,    -23054,   -336093,   -359147,     14694,      4370,      3686,      1087,     44310,     49729,     19621,     23986
        36,     43036, 61.122869,     166.0,    1195.3,     42256,     12294,     16337,      5192,   7014575,   2040820,   2712008,    861905,      -789,     -6035,     -6824,   -130946,  -1001873,  -1132819,     18964,      3594,      6526,       503,  22668261,   4296107,   7800323,    601209,      -286,     -4381,     -4667,   -341968,  -5236307,  -5578275,     12294,      5867,      3594,      1765,     43045,     49081,     19251,     23631
        37,     43037,659.114905,         0,      13.8,     40303,      6395,     18196,       485,         0,         0,         0,         0,      -744,     -7969,     -8713,         0,         0,         0,     18174,      1771,      6609,       321,    250804,     24445,     91201,      4432,      -231,     -4908,     -5139,     -3186,    -67733,    -70919,      6395,      5515,      1624,      1771,     41048,     49016,     18405,     23313
        38,     43038, 55.230490,       8.6,       3.6,     42014,      3952,     19233,        71,    361319,     33987,    165404,       615,      -492,     -7361,     -7852,     -4227,    -63303,    -67530,     18819,       522,      6496,       131,     67748,      1880,     23386,       471,      -175,     -4896,     -5071,      -629,    -17626,    -18255,         0,      3952,         0,       522,     42505,     49866,     18994,     23890
        39,     43039,231.249227,         0,     515.6,     38184,      4057,     14378,       516,         0,         0,         0,         0,      -769,     -9912,    -10682,         0,         0,         0,     16741,       539,      5421,         0,   8631781,    277805,   2795320,         0,      -264,     -6225,     -6489,   -136046,  -3209796,  -3345842,         0,      4057,         0,       539,     38954,     48866,     17005,     23230
        40,     43040,281.620299,     197.9,     422.8,     41614,     12165,     17521,       874,   8235441,   2407394,   3467385,    172908,      -857,     -7316,     -8173,   -169573,  -1447769,  -1617342,     17354,      2710,      5694,       369,   7337177,   1145728,   2407524,    155947,      -520,     -5925,     -6445,   -219825,  -2504981,  -2724806,     12165,       118,      2710,        19,     42471,     49787,     17874,     23798
        41,     43041,312.745070,     529.4,    1007.0,     42805,     12672,     19529,      1046,  22661062,   6708733,  10338790,    553801,      -737,     -6729,     -7466,   -390091,  -3562205,  -3952295,     18293,      3022,      6446,       812,  18420609,   3043429,   6491473,    817325,      -396,     -5460,     -5856,   -398967,  -5497850,  -5896817,     12672,       762,      3022,       678,     43542,     50271,     18689,     24148
        42,     43042, 65.553398,     107.3,      20.8,     41230,       920,     20153,       352,   4424031,     98762,   2162440,     37729,      -684,     -8469,     -9152,    -73355,   -908684,   -982038,     17562,       924,      6689,       336,    365294,     19226,    139134,      6986,      -374,     -6401,     -6775,     -7774,   -133138,   -140911,         0,       920,         0,       924,     41914,     50383,     17936,     24337
        43,     43043, 92.306554,      14.4,       3.5,     40657,      3379,     20521,        39,    585459,     48659,    295508,       567,      -485,     -8602,     -9087,     -6991,   -123862,   -130852,     17785,       359,      6692,       144,     62247,      1258,     23423,       503,      -171,     -5804,     -5975,      -600,    -20313,    -20913,         0,      3379,         0,       359,     41142,     49744,     17956,     23760
        44,     43044, 54.488364,     154.5,       8.9,     42738,     16678,     20509,      1025,   6602986,   2576822,   3168577,    158336,      -858,     -6186,     -7043,   -132536,   -955669,  -1088206,     17954,      4066,      6262,       698,    159794,     36189,     55735,      6216,      -572,     -5240,     -5812,     -5090,    -46638,    -51728,     16678,       935,      4066,       907,     43596,     49781,     18526,     23767
        45,     43045,156.887397,      57.7,      10.7,     41170,     10312,     21183,       684,   2375495,    595030,   1222241,     39477,      -776,     -8432,     -9208,    -44755,   -486526,   -531281,     17233,      2315,      6602,       618,    184388,     24769,     70643,      6614,      -439,     -6520,     -6959,     -4695,    -69762,    -74457,     10312,       110,      2315,        19,     41945,     50377,     17671,     24191
        46,     43046,188.864399,       7.7,         0,     40607,       108,     21452,        37,    312675,       832,    165180,       283,      -658,     -8613,     -9271,     -5069,    -66316,    -71385,     16835,        19,      6760,       200,         0,         0,         0,         0,      -358,     -6673,     -7031,         0,         0,         0,         0,       108,         0,        19,     41265,     49878,     17193,     23866
        47,     43047,177.389070,      23.9,       5.8,     40755,       101,     21365,        10,    974056,      2407,    510630,       243,      -533,     -8865,     -9397,    -12728,   -211863,   -224591,     17254,        18,      6703,        48,    100072,       103,     38878,       278,      -226,     -6597,     -6824,     -1314,    -38263,    -39577,         0,       101,         0,        18,     41288,     50153,     17480,     24077
        48,     43048,233.257463,         0,         0,     36348,        97,     12911,         0,         0,         0,         0,         0,     -1561,     -9397,    -10958,         0,         0,         0,     14448,        17,      4131,         0,         0,         0,         0,         0,      -877,     -6770,     -7647,         0,         0,         0,         0,        97,         0,        17,     37909,     47306,     15325,     22094
        49,     43049, 56.709939,      91.6,     496.5,     42645,     16769,     18498,      2201,   3906296,   1536074,   1694406,    201614,      -925,     -5958,     -6883,    -84691,   -545754,   -630445,     17836,      3940,      5649,       642,   8855698,   1955996,   2804743,    318541,      -624,     -5073,     -5698,   -309900,  -2518946,  -2828846,     16769,       130,      3940,        21,     43570,     49528,     18460,     23534
        50,     43050, 62.083765,       8.3,      78.9,     43272,     18057,     20316,       640,    359155,    149870,    168624,      5312,      -845,     -5860,     -6705,     -7013,    -48639,    -55652,     18291,      4546,      6074,       548,   1443123,    358660,    479230,     43229,      -575,     -5019,     -5593,    -45350,   -395972,   -441321,     18057,       823,      4546,       918,     44117,     49977,     18865,     23884
        51,     43051,107.990485,      11.1,       3.3,     41616,     15311,     21310,       213,    461939,    169949,    236538,      2360,      -940,     -7397,     -8338,    -10437,    -82111,    -92549,     17305,      3565,      6253,       390,     57107,     11764,     20636,      1287,      -588,     -5973,     -6561,     -1941,    -19711,    -21652,     15311,       121,      3565,        20,     42556,     49954,     17893,     23866
        52,     43052,296.247525,      29.6,       1.8,     40940,      9125,     22632,        11,   1211825,    270104,    669911,       323,      -956,     -8237,     -9193,    -28309,   -243813,   -272122,     16920,      1799,      6591,        72,     30455,      3238,     11865,       130,      -588,     -6536,     -7124,     -1058,    -11765,    -12823,      9125,       115,      1799,        19,     41896,     50133,     17508,     24044
        53,     43053,161.482196,         0,         0,     40787,       101,     22559,        10,         0,         0,         0,         0,      -531,     -9071,     -9602,         0,         0,         0,     17269,        18,      6716,        59,         0,         0,         0,         0,      -226,     -6722,     -6948,         0,         0,         0,         0,       101,         0,        18,     41318,     50388,     17495,     24217
        54,     43054,187.947395,      10.6,         0,     40013,        95,     22605,        26,    424141,      1003,    239616,       276,      -488,     -9880,    -10368,     -5175,   -104731,   -109906,     17130,        17,      6650,       102,         0,         0,         0,         0,      -169,     -6845,     -7014,         0,         0,         0,         0,        95,         0,        17,     40501,     50382,     17298,     24144
        55,     43055,112.230726,      42.4,    2596.2,     39058,     11836,     16602,      2873,   1656075,    501839,    703925,    121820,     -1527,     -8137,     -9663,    -64724,   -345004,   -409729,     15837,      3014,      4909,       247,  41117275,   7825100,  12743646,    642039,      -868,     -6172,     -7040,  -2253507, -16022711, -18276218,     11836,       119,      3014,        20,     40585,     48722,     16705,     22877
        56,     43056, 12.457065,      23.7,       1.8,     42607,     19651,     18358,      3201,   1009788,    465718,    435074,     75865,     -1023,     -6143,     -7166,    -24252,   -145587,   -169839,     17782,      4778,      5480,       525,     32008,      8601,      9865,       945,      -701,     -5205,     -5906,     -1262,     -9369,    -10631,     19651,       131,      4778,        21,     43630,     49773,     18483,     23688
        57,     43057, 11.504439,       6.3,         0,     43011,     19877,     19006,      2205,    270969,    125223,    119735,     13890,      -919,     -5889,     -6808,     -5790,    -37098,    -42889,     18045,      4881,      5675,       581,         0,         0,         0,         0,      -640,     -5052,     -5692,         0,         0,         0,     19877,       134,      4881,        21,     43930,     49819,     18686,     23737
        58,     43058, 20.839807,      22.2,         0,     43110,     18797,     18830,      2800,    957041,    417283,    418030,     62159,      -839,     -5938,     -6777,    -18620,   -131829,   -150449,     18094,      4540,      5502,       447,         0,         0,         0,         0,      -591,     -5068,     -5660,         0,         0,         0,     18797,       135,      4540,        21,     43949,     49887,     18685,     23754
        59,     43059, 42.712718,     140.5,         0,     42609,     19412,     19506,      1817,   5986633,   2727397,   2740630,    255292,      -941,     -6373,     -7314,   -132202,   -895363,  -1027565,     17783,      4648,      5689,       470,         0,         0,         0,         0,      -646,     -5355,     -6001,         0,         0,         0,     19412,       130,      4648,        21,     43550,     49923,     18429,     23784
        60,     43060, 32.878731,      69.4,      30.3,     43576,     19712,     20239,       564,   3024164,   1367983,   1404600,     39149,      -870,     -5659,     -6530,    -60404,   -392748,   -453152,     18426,      4821,      5936,       505,    558306,    146077,    179848,     15315,      -612,     -4918,     -5530,    -18546,   -149006,   -167552,     19712,      4335,      4821,      2216,     44446,     50105,     19038,     23956
        61,     43061, 40.155740,       4.5,         0,     44089,     19410,     21185,       157,    198401,     87345,     95330,       706,      -805,     -5497,     -6302,     -3625,    -24734,    -28359,     18725,      4676,      6047,       314,         0,         0,         0,         0,      -598,     -4858,     -5456,         0,         0,         0,     19410,      3289,      4676,      1260,     44895,     50391,     19323,     24181
        62,     43062, 37.133481,       3.6,         0,     40928,     14986,     18097,      2855,    147341,     53951,     65148,     10279,     -1025,     -7172,     -8198,     -3692,    -25821,    -29513,     16795,      3405,      5196,       352,         0,         0,         0,         0,      -614,     -5745,     -6359,         0,         0,         0,     14986,       131,      3405,        21,     41954,     49126,     17409,     23154
        63,     43063,197.834349,       1.9,      26.0,     43518,     16328,     20438,        80,     82684,     31022,     38832,       153,      -832,     -5969,     -6801,     -1581,    -11341,    -12921,     18321,      3779,      5689,       250,    476340,     98260,    147923,      6509,      -605,     -5160,     -5765,    -15728,   -134163,   -149891,     16328,      3574,      3779,      1303,     44350,     50319,     18926,     24086
        64,     43064,2823.35794,      71.1,     105.3,     35209,        94,     11801,       105,   2503369,      6712,    839035,      7487,     -1095,    -12044,    -13139,    -77880,   -856311,   -934191,     13885,        17,      2840,        71,   1462141,      1743,    299064,      7487,      -615,     -8168,     -8783,    -64804,   -860060,   -924864,         0,        94,         0,        17,     36304,     48348,     14501,     22669
        65,     43065,354.902207,      96.5,         0,     43690,     14743,     22718,         5,   4216065,   1422746,   2192263,       513,      -893,     -6158,     -7051,    -86180,   -594269,   -680449,     18478,      3125,      5908,       167,         0,         0,         0,         0,      -595,     -5335,     -5930,         0,         0,         0,     14743,      3498,      3125,      1451,     44583,     50741,     19073,     24409
        66,     43066,225.299718,      82.0,      70.5,     42932,     13380,     23644,       116,   3520413,   1097144,   1938813,      9473,      -926,     -6895,     -7822,    -75965,   -565405,   -641370,     18003,      2860,      6473,       294,   1269198,    201600,    456341,     20723,      -602,     -5886,     -6488,    -42456,   -414971,   -457427,     13380,      3908,      2860,      1619,     43858,     50753,     18605,     24491
        67,     43067,222.353024,     163.6,      19.1,     42182,      5779,     22821,       600,   6900936,    945412,   3733565,     98154,      -909,     -7507,     -8416,   -148690,  -1228138,  -1376827,     17651,      1254,      6406,       538,    337136,     23952,    122356,     10281,      -537,     -6175,     -6712,    -10259,   -117940,   -128199,      5779,       242,      1254,        74,     43091,     50598,     18188,     24363
        68,     43068, 97.754819,     138.6,       7.4,     43643,     17841,     22798,       445,   6048859,   2472763,   3159839,     61678,      -869,     -6490,     -7359,   -120453,   -899468,  -1019921,     18530,      4054,      6010,       561,    137124,     30003,     44471,      4151,      -576,     -5504,     -6080,     -4263,    -40730,    -44993,     17841,      6311,      4054,      1843,     44512,     51001,     19106,     24610
        69,     43069,332.298115,     364.8,     698.3,     43176,     12156,     22159,      1328,  15750524,   4434580,   8083613,    484477,      -904,     -6843,     -7747,   -329876,  -2496293,  -2826170,     18469,      2873,      6064,       809,  12896864,   2006445,   4234725,    565148,      -552,     -5536,     -6088,   -385616,  -3865455,  -4251071,     12156,      6330,      2873,      2004,     44080,     50923,     19021,     24557
        70,     43070,162.997742,     128.3,      23.4,     42295,      8032,     20622,       557,   5426422,   1030522,   2645747,     71475,      -893,     -7891,     -8784,   -114518,  -1012466,  -1126983,     17949,      2051,      5923,       320,    419996,     47990,    138594,      7484,      -537,     -6215,     -6752,    -12567,   -145433,   -158000,      8032,      6511,      1602,      2051,     43187,     51079,     18486,     24701
        71,     43071,324.286414,         0,         0,     46418,      8945,     18901,       169,         0,         0,         0,         0,      -778,     -5055,     -5833,         0,         0,         0,     21439,      2606,      5474,       144,         0,         0,         0,         0,      -332,     -3930,     -4262,         0,         0,         0,      8945,      7174,      2234,      2606,     47196,     52251,     21771,     25701
        72,     43072,124.765897,     108.4,      10.7,     44492,     18587,     21782,      1305,   4822884,   2014832,   2361168,    141484,      -800,     -5799,     -6600,    -86772,   -628651,   -715424,     19119,      4111,      5567,       403,    204577,     43988,     59563,      4313,      -537,     -4972,     -5509,     -5741,    -53205,    -58946,     18587,      5358,      4111,      1781,     45292,     51091,     19656,     24628
        73,     43073, 75.628008,      77.3,     621.9,     45369,     21812,     21374,      4453,   3506997,   1686105,   1652238,    344230,      -764,     -5352,     -6117,    -59087,   -413720,   -472807,     19806,      5622,      5496,       774,  12317198,   3496120,   3417748,    481175,      -511,     -4620,     -5131,   -317881,  -2873176,  -3191057,     21812,      6045,      5622,      2150,     46133,     51485,     20317,     24937
        74,     43074, 71.367392,      26.7,       6.1,     42404,     19693,     21611,      5316,   1132199,    525815,    577005,    141950,      -884,     -7177,     -8061,    -23607,   -191626,   -215233,     17805,      4965,      5636,      1058,    108609,     30289,     34377,      6457,      -525,     -5846,     -6372,     -3205,    -35663,    -38869,     19693,      6288,      4965,      1833,     43289,     50466,     18330,     24177
        75,     43075, 57.299350,      38.7,       5.7,     44812,     15071,     21841,      4403,   1734228,    583264,    845247,    170409,      -846,     -5761,     -6607,    -32722,   -222969,   -255691,     19576,      4378,      5768,      1144,    111582,     24953,     32880,      6523,      -530,     -4799,     -5329,     -3019,    -27356,    -30374,     15071,      5590,      4378,      2044,     45658,     51419,     20105,     24905
        76,     43076, 44.918354,      40.1,      17.3,     43116,     17417,     21498,      4831,   1728934,    698437,    862076,    193715,      -874,     -6831,     -7704,    -35033,   -273915,   -308948,     18555,      4796,      5739,      1252,    320995,     82965,     99287,     21664,      -547,     -5356,     -5903,     -9461,    -92653,   -102114,     17417,      5571,      4796,      2039,     43989,     50820,     19102,     24457
        77,     43077, 64.783154,         0,     359.2,     44373,     17821,     20752,      3288,         0,         0,         0,         0,      -893,     -6234,     -7127,         0,         0,         0,     19959,      4423,      5638,       976,   7169247,   1588830,   2025098,    350495,      -416,     -4767,     -5182,   -149263,  -1712172,  -1861435,     17821,      6163,      4423,      2479,     45266,     51500,     20374,     25141
